"imo","longitude","latitude","timestamp"
9305116,117.7905,23.374300000000034,"2022-08-08 17:09:04"
9305116,117.93850000000002,23.480500000000017,"2022-08-08 18:09:04"
9305116,118.079,23.575400000000062,"2022-08-08 19:02:54"
9305116,118.2276,23.69820000000004,"2022-08-08 20:03:53"
9305116,118.37329999999999,23.843300000000028,"2022-08-08 21:07:42"
9305116,118.51080000000002,23.98139999999999,"2022-08-08 22:10:05"
9305116,118.64619999999998,24.104399999999995,"2022-08-08 23:10:25"
9305116,118.7668,24.226400000000012,"2022-08-09 00:09:53"
9305116,118.87840000000001,24.32630000000002,"2022-08-09 01:02:54"
9305116,118.99550000000005,24.438000000000027,"2022-08-09 02:00:24"
9305116,119.08349999999997,24.585100000000036,"2022-08-09 03:00:35"
9305116,119.1562,24.70119999999995,"2022-08-09 04:04:15"
